Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
^NQKRMCKRW,NASDAQ Korea Mid Cap KRW Index,Index,0,NASDAQ Korea Mid Cap KRW Index (^NQKRMCKRW),N/A,N/A
SXAOCOK.Z,STXOPTCO USD P,Index,0,STXOPTCO USD P (SXAOCOK.Z),N/A,N/A
^KBWD-TC,,Index,0,^KBWD-TC,N/A,N/A
^SPVIXMT,S&P; 500 VIX Mid-Term Index MCAP,Index,0,S&P; 500 VIX Mid-Term Index MCAP (^SPVIXMT),N/A,N/A
^DJUSMT,Dow Jones U.S. Marine Transport,Index,0,Dow Jones U.S. Marine Transport (^DJUSMT),N/A,N/A
INDX.SA,INDUSTRIAL  -,Index,0,INDUSTRIAL  - (INDX.SA),N/A,N/A
TCARGV.Z,STXARTM USD GR,Index,0,STXARTM USD GR (TCARGV.Z),N/A,N/A
CACSR.PA,CAC SMALL GR,Index,0,CAC SMALL GR (CACSR.PA),N/A,N/A
KOSPI200RISKCTRL8%.KQ,KOSPI200 Risk Control 8% Index,Index,0,KOSPI200 Risk Control 8% Index (KOSPI200RISKCTRL8%.KQ),N/A,N/A
WIXEBS8530.L,FTSE XEB - NLIFEINS,Index,0,FTSE XEB - NLIFEINS (WIXEBS8530.L),N/A,N/A
^BSZ,CBOE Binary Options S&P; 500 Ind,Index,0,CBOE Binary Options S&P; 500 Ind (^BSZ),N/A,N/A
7DT2.DE,INAV CS MSCI CANEUR,Index,0,INAV CS MSCI CANEUR (7DT2.DE),N/A,N/A
19320381.SG,,Index,0,19320381.SG,N/A,N/A
^NQEU0001EURT,NASDAQ Europe Oil & Gas EUR TR ,Index,0,NASDAQ Europe Oil & Gas EUR TR  (^NQEU0001EURT),N/A,N/A
^NQUSS2737GBP,NQ US Sm Cap Elec Eqpt GBP Inde,Index,0,NQ US Sm Cap Elec Eqpt GBP Inde (^NQUSS2737GBP),N/A,N/A
COVEREDCALL.KQ,KOSPI200 Options Covered Call I,Index,0,KOSPI200 Options Covered Call I (COVEREDCALL.KQ),N/A,N/A
^W1TLS,Dow Jones Global Telecommunicat,Index,0,Dow Jones Global Telecommunicat (^W1TLS),N/A,N/A
WIBEL4000.FGI,FTSE BEL NONCYC CON,Index,0,FTSE BEL NONCYC CON (WIBEL4000.FGI),N/A,N/A
^NQUSL0537EURN,NQ US Lg Cap Integrated Oil & G,Index,0,NQ US Lg Cap Integrated Oil & G (^NQUSL0537EURN),N/A,N/A
^NETR,NASDAQ-100 Equal Weighted Total,Index,0,NASDAQ-100 Equal Weighted Total (^NETR),N/A,N/A
^NQDEMCGBPT,NASDAQ Germany Mid Cap GBP TR I,Index,0,NASDAQ Germany Mid Cap GBP TR I (^NQDEMCGBPT),N/A,N/A
^BKCGRTR,BNY Mellon Greece Classic ADR T,Index,0,BNY Mellon Greece Classic ADR T (^BKCGRTR),N/A,N/A
WIXSAFS8770.FGI,FTSE XSA - FIN SERV,Index,0,FTSE XSA - FIN SERV (WIXSAFS8770.FGI),N/A,N/A
^NQEMASIA5700GBPN,NASDAQ EM Asia Travel & Leisure,Index,0,NASDAQ EM Asia Travel & Leisure (^NQEMASIA5700GBPN),N/A,N/A
14953529.SG,YORKMLPUO TR USD,Index,0,YORKMLPUO TR USD (14953529.SG),N/A,N/A
C5UK0570.L,FTSE 100 CAP5-OIL E,Index,0,FTSE 100 CAP5-OIL E (C5UK0570.L),N/A,N/A
^NQEMEA4000,NASDAQ EMEA Health Care Index,Index,0,NASDAQ EMEA Health Care Index (^NQEMEA4000),N/A,N/A
FTENNASN.L,,Index,0,FTENNASN.L,N/A,N/A
NZTSG-X.NZ,NZX SCITECH INDEX GROSS,Index,0,NZX SCITECH INDEX GROSS (NZTSG-X.NZ),N/A,N/A
^NQUSB2733AUD,NQ US Bnchmk Elctrcl Cmpnts & E,Index,0,NQ US Bnchmk Elctrcl Cmpnts & E (^NQUSB2733AUD),N/A,N/A
^MVGWXU,,Index,0,^MVGWXU,N/A,N/A
PTTLP.LS,PSI TELECOM,Index,0,PSI TELECOM (PTTLP.LS),N/A,N/A
WIHUN4000.FGI,FTSE HUNGARY,Index,0,FTSE HUNGARY (WIHUN4000.FGI),N/A,N/A
WIEXBXKS6000.FGI,FTSE EXX-TELECOMMUN,Index,0,FTSE EXX-TELECOMMUN (WIEXBXKS6000.FGI),N/A,N/A
^NQUSL3500T,NQ US Lg Cap Food & Beverage TR,Index,0,NQ US Lg Cap Food & Beverage TR (^NQUSL3500T),N/A,N/A
^P1MDI,Dow Jones Asia/Pacific Media In,Index,0,Dow Jones Asia/Pacific Media In (^P1MDI),N/A,N/A
NTEC.VI,CECE NTR EUR,Index,0,CECE NTR EUR (NTEC.VI),N/A,N/A
^NQDM8300CAD,NASDAQ Developed Banks CAD Inde,Index,0,NASDAQ Developed Banks CAD Inde (^NQDM8300CAD),N/A,N/A
^NQASPA5300AUD,NASDAQ ASPA Retail AUD Index,Index,0,NASDAQ ASPA Retail AUD Index (^NQASPA5300AUD),N/A,N/A
^DJDVN,Dow Jones U.S. Select Dividend ,Index,0,Dow Jones U.S. Select Dividend  (^DJDVN),N/A,N/A
^BWOT-AQ.YI,,Index,0,^BWOT-AQ.YI,N/A,N/A
B025.L,,Index,0,B025.L,N/A,N/A
^QLD-SO,,Index,0,^QLD-SO,N/A,N/A
LC30.L,,Index,0,LC30.L,N/A,N/A
WIXUKS8570.L,FTSE XUK - LIFE INS,Index,0,FTSE XUK - LIFE INS (WIXUKS8570.L),N/A,N/A
^VXF-NV,,Index,0,^VXF-NV,N/A,N/A
OSE4530GI.OL,OSE4530GI SEMICON,Index,0,OSE4530GI SEMICON (OSE4530GI.OL),N/A,N/A
^SP600C-35,S&P; SmallCap 600 Capped Health ,Index,0,S&P; SmallCap 600 Capped Health  (^SP600C-35),N/A,N/A
^BRXX-EU,,Index,0,^BRXX-EU,N/A,N/A
^NQEMEA8000JPYN,NASDAQ EMEA Financials JPY NTR ,Index,0,NASDAQ EMEA Financials JPY NTR  (^NQEMEA8000JPYN),N/A,N/A
^NOMXNENNI,NASDAQ OMX Nordic Energy Net In,Index,0,NASDAQ OMX Nordic Energy Net In (^NOMXNENNI),N/A,N/A
399375.SZ,CNI MID-CAP. VALUE,Index,0,CNI MID-CAP. VALUE (399375.SZ),N/A,N/A
^NQHK4000AUDT,NASDAQ Hong Kong Health Care AU,Index,0,NASDAQ Hong Kong Health Care AU (^NQHK4000AUDT),N/A,N/A
^NQEMLCGBP,NASDAQ Emerging Large Cap GBP I,Index,0,NASDAQ Emerging Large Cap GBP I (^NQEMLCGBP),N/A,N/A
SCIAERER.Z,CUST AEU RE EUR(NR),Index,0,CUST AEU RE EUR(NR) (SCIAERER.Z),N/A,N/A
SM115Y.SW,SBI SWISSPB 1.15 Y,Index,0,SBI SWISSPB 1.15 Y (SM115Y.SW),N/A,N/A
^DJUSEN,Dow Jones U.S. Oil & Gas Index,Index,0,Dow Jones U.S. Oil & Gas Index (^DJUSEN),N/A,N/A
T459.L,,Index,0,T459.L,N/A,N/A
QD7N.DE,INAVDBDAX1CSE,Index,0,INAVDBDAX1CSE (QD7N.DE),N/A,N/A
^NQHKMCJPYN,NASDAQ Hong Kong Mid Cap JPY NT,Index,0,NASDAQ Hong Kong Mid Cap JPY NT (^NQHKMCJPYN),N/A,N/A
WIEURPS1770.L,FTSE EP-MINING,Index,0,FTSE EP-MINING (WIEURPS1770.L),N/A,N/A
IAFIN.PA,AM.EUR.CORP.IB.INAV,Index,0,AM.EUR.CORP.IB.INAV (IAFIN.PA),N/A,N/A
^NQHKSCEUR,NASDAQ Hong Kong Small Cap EUR ,Index,0,NASDAQ Hong Kong Small Cap EUR  (^NQHKSCEUR),N/A,N/A
^NQUSM9572AUDN,NQ US Md Cap Comp Hardware AUD ,Index,0,NQ US Md Cap Comp Hardware AUD  (^NQUSM9572AUDN),N/A,N/A
WIAMERS7570.FGI,FTSE AM-GAS WATER,Index,0,FTSE AM-GAS WATER (WIAMERS7570.FGI),N/A,N/A
OVS.EX,VSTOXX ,Index,0,VSTOXX  (OVS.EX),N/A,N/A
^NQUSB0573CADN,NQ US Bnchmk Oil Eqpt & Svcs CA,Index,0,NQ US Bnchmk Oil Eqpt & Svcs CA (^NQUSB0573CADN),N/A,N/A
^NQTH5000THB,NASDAQ Thailand Cnsmr Svcs THB ,Index,0,NASDAQ Thailand Cnsmr Svcs THB  (^NQTH5000THB),N/A,N/A
^NQEURO5000CAD,NASDAQ Eurozone Cnsmr Svcs CAD ,Index,0,NASDAQ Eurozone Cnsmr Svcs CAD  (^NQEURO5000CAD),N/A,N/A
^NQUSL5379JPYN,NQ US Lg Cap Specialty Rtlrs JP,Index,0,NQ US Lg Cap Specialty Rtlrs JP (^NQUSL5379JPYN),N/A,N/A
WIJPN2750.L,FTSE JPN - ENG MACH,Index,0,FTSE JPN - ENG MACH (WIJPN2750.L),N/A,N/A
^NQUSL5373CADT,NQ US Lg Cap Broadline Rtlrs CA,Index,0,NQ US Lg Cap Broadline Rtlrs CA (^NQUSL5373CADT),N/A,N/A
WIKOR8350.L,FTSE KOR - BANKS,Index,0,FTSE KOR - BANKS (WIKOR8350.L),N/A,N/A
^NQDMASPA1000AUDT,NASDAQ DM ASPA Basic Matls AUD ,Index,0,NASDAQ DM ASPA Basic Matls AUD  (^NQDMASPA1000AUDT),N/A,N/A
WIEURPS9000.FGI,FTSE EP - TECHNOLOG,Index,0,FTSE EP - TECHNOLOG (WIEURPS9000.FGI),N/A,N/A
RB05.L,,Index,0,RB05.L,N/A,N/A
WIXUSAS9000.L,FTSE XUS - TECHNOLO,Index,0,FTSE XUS - TECHNOLO (WIXUSAS9000.L),N/A,N/A
CAC5S.PA,CAC40 X5 INAV,Index,0,CAC40 X5 INAV (CAC5S.PA),N/A,N/A
FROGN.PA,CAC OIL & GAS NR,Index,0,CAC OIL & GAS NR (FROGN.PA),N/A,N/A
D8Y2.DE,INAV MARICISM-M USD,Index,0,INAV MARICISM-M USD (D8Y2.DE),N/A,N/A
^RDEUMEUR,Russell Developed Europe Midcap,Index,0,Russell Developed Europe Midcap (^RDEUMEUR),N/A,N/A
^CORHIEM,Dow Jones Credit Suisse Core Em,Index,0,Dow Jones Credit Suisse Core Em (^CORHIEM),N/A,N/A
^QUAL-NV,,Index,0,^QUAL-NV,N/A,N/A
R1JK.DE,EB.REXX JUMBO PF K,Index,0,EB.REXX JUMBO PF K (R1JK.DE),N/A,N/A
GPVPJP.L,,Index,0,GPVPJP.L,N/A,N/A
^HX3740PI,OMX Helsinki Leisure Goods PI,Index,0,OMX Helsinki Leisure Goods PI (^HX3740PI),N/A,N/A
^NQHKAUDT,NASDAQ Hong Kong AUD TR Index,Index,0,NASDAQ Hong Kong AUD TR Index (^NQHKAUDT),N/A,N/A
^NQDMASIA3500EUR,NASDAQ DM Asia Food & Beverage ,Index,0,NASDAQ DM Asia Food & Beverage  (^NQDMASIA3500EUR),N/A,N/A
22233545.SG,,Index,0,22233545.SG,N/A,N/A
^OMXS30LONGX2,OMXS30 Double Long,Index,0,OMXS30 Double Long (^OMXS30LONGX2),N/A,N/A
^NQDMSCCAD,NASDAQ Developed Small Cap CAD ,Index,0,NASDAQ Developed Small Cap CAD  (^NQDMSCCAD),N/A,N/A
SAA05Y.SW,SBI AAA-AA 10-15 Y,Index,0,SBI AAA-AA 10-15 Y (SAA05Y.SW),N/A,N/A
^UK50E,Dow Jones U.K. Titans 50 Index ,Index,0,Dow Jones U.K. Titans 50 Index  (^UK50E),N/A,N/A
SFC14Y.SW,SBI FC AAA-BBB Y,Index,0,SBI FC AAA-BBB Y (SFC14Y.SW),N/A,N/A
^SP500-40402070,S&P; 500 - Specialized REITs (Su,Index,0,S&P; 500 - Specialized REITs (Su (^SP500-40402070),N/A,N/A
^WTDFA,WisdomTree DEFA Index,Index,0,WisdomTree DEFA Index (^WTDFA),N/A,N/A
PTOGP.LS,PSI OIL & GAS,Index,0,PSI OIL & GAS (PTOGP.LS),N/A,N/A
^KRXS7I,KRX Steels Sector Indicative In,Index,0,KRX Steels Sector Indicative In (^KRXS7I),N/A,N/A
^NQUSL0001AUDN,NQ US Lg Cap Oil & Gas AUD NTR ,Index,0,NQ US Lg Cap Oil & Gas AUD NTR  (^NQUSL0001AUDN),N/A,N/A
^NQNA8000JPYT,NASDAQ N America Financials JPY,Index,0,NASDAQ N America Financials JPY (^NQNA8000JPYT),N/A,N/A
^NQUSS1755EURN,NQ US Sm Cap Nonferrous Metals ,Index,0,NQ US Sm Cap Nonferrous Metals  (^NQUSS1755EURN),N/A,N/A
^NQBR0001CADT,NASDAQ Brazil Oil & Gas CAD TR ,Index,0,NASDAQ Brazil Oil & Gas CAD TR  (^NQBR0001CADT),N/A,N/A
^NQKR4000AUDN,NASDAQ Korea Health Care AUD NT,Index,0,NASDAQ Korea Health Care AUD NT (^NQKR4000AUDN),N/A,N/A
^NQUSS0001AUD,NQ US Sm Cap Oil & Gas AUD Inde,Index,0,NQ US Sm Cap Oil & Gas AUD Inde (^NQUSS0001AUD),N/A,N/A
^SPUST5TR,S&P; 5-Year U.S. Treasury Note F,Index,0,S&P; 5-Year U.S. Treasury Note F (^SPUST5TR),N/A,N/A
VOJZ.Z,M&G; 75% HEDGED USD,Index,0,M&G; 75% HEDGED USD (VOJZ.Z),N/A,N/A
^STOXX,STXE6 EUR P,Index,0,STXE6 EUR P (^STOXX),N/A,N/A
WICHE2350.FGI,FTSE CHE CON&BUILD;,Index,0,FTSE CHE CON&BUILD; (WICHE2350.FGI),N/A,N/A
^BKGMET,BNY Mellon Middle East GDR Tota,Index,0,BNY Mellon Middle East GDR Tota (^BKGMET),N/A,N/A
WIAUS4570.FGI,FTSE AUS-PHARMACEUT,Index,0,FTSE AUS-PHARMACEUT (WIAUS4570.FGI),N/A,N/A
^GRNCLNFO,NASDAQ OMX Clean Energy Focused,Index,0,NASDAQ OMX Clean Energy Focused (^GRNCLNFO),N/A,N/A
^XLAUS,Dow Jones Australia Titans 30 I,Index,0,Dow Jones Australia Titans 30 I (^XLAUS),N/A,N/A
^OMXNSCISKPI,OMX_Nordic_Small_Cap_ISK_PI,Index,0,OMX_Nordic_Small_Cap_ISK_PI (^OMXNSCISKPI),N/A,N/A
^FXC-EU,,Index,0,^FXC-EU,N/A,N/A
^NQIL4000GBPT,NASDAQ Israel Health Care GBP T,Index,0,NASDAQ Israel Health Care GBP T (^NQIL4000GBPT),N/A,N/A
^NQDMASIA4000CADT,NASDAQ DM Asia Health Care CAD ,Index,0,NASDAQ DM Asia Health Care CAD  (^NQDMASIA4000CADT),N/A,N/A
VXD3.DE,VDAX APRIL 13,Index,0,VDAX APRIL 13 (VXD3.DE),N/A,N/A
^NQBE8000,NASDAQ Belgium Financials Index,Index,0,NASDAQ Belgium Financials Index (^NQBE8000),N/A,N/A
^DJUBHY,Dow Jones-UBS Commodity Index Y,Index,0,Dow Jones-UBS Commodity Index Y (^DJUBHY),N/A,N/A
SNA10Y.SW,SBI DNG AAA-A 10+ Y,Index,0,SBI DNG AAA-A 10+ Y (SNA10Y.SW),N/A,N/A
^NQEMEU8300T,NASDAQ EM Europe Banks TR Index,Index,0,NASDAQ EM Europe Banks TR Index (^NQEMEU8300T),N/A,N/A
^NQDMMEA8600CADN,NASDAQ DM MEA Real Estate CAD N,Index,0,NASDAQ DM MEA Real Estate CAD N (^NQDMMEA8600CADN),N/A,N/A
11769578.SG,,Index,0,11769578.SG,N/A,N/A
^NQUSM3700N,NQ US Md Cap Psnl & Hhld Goods ,Index,0,NQ US Md Cap Psnl & Hhld Goods  (^NQUSM3700N),N/A,N/A
TFINL.Z,STXETMFIN USD P,Index,0,STXETMFIN USD P (TFINL.Z),N/A,N/A
^VBK-EU,,Index,0,^VBK-EU,N/A,N/A
WIXJAS1750.L,FTSE XJA - INDMETAL,Index,0,FTSE XJA - INDMETAL (WIXJAS1750.L),N/A,N/A
^DJTBAK,Dow Jones Banks Titans 30 Index,Index,0,Dow Jones Banks Titans 30 Index (^DJTBAK),N/A,N/A
^R3RGSCDTR,,Index,0,^R3RGSCDTR,N/A,N/A
INFXC.PA,FTSE/XINHUA 25 VLI,Index,0,FTSE/XINHUA 25 VLI (INFXC.PA),N/A,N/A
^XIV-IV,,Index,0,^XIV-IV,N/A,N/A
^SPBDU10T,S&P;/BG Cantor 7-10 Year U.S. Tr,Index,0,S&P;/BG Cantor 7-10 Year U.S. Tr (^SPBDU10T),N/A,N/A
^NQUSB8672GBPN,NQ US Bnchmk Retail REITs GBP N,Index,0,NQ US Bnchmk Retail REITs GBP N (^NQUSB8672GBPN),N/A,N/A
^NMX1350,FTSE A350 CHEMIC,Index,0,FTSE A350 CHEMIC (^NMX1350),N/A,N/A
SM105Y.SW,SBI SWISSPB 10-15 Y,Index,0,SBI SWISSPB 10-15 Y (SM105Y.SW),N/A,N/A
^DJUBKW6T,Dow Jones-UBS Kansas Wheat Subi,Index,0,Dow Jones-UBS Kansas Wheat Subi (^DJUBKW6T),N/A,N/A
^XABQ,ABA NASDAQ Community Bank Total,Index,0,ABA NASDAQ Community Bank Total (^XABQ),N/A,N/A
^KBWB-NV,,Index,0,^KBWB-NV,N/A,N/A
^CNXIT,CNX IT,Index,0,CNX IT (^CNXIT),N/A,N/A
VK3L.PA,VK3L INDEX,Index,0,VK3L INDEX (VK3L.PA),N/A,N/A
WINZL5750.FGI,FTSE NZL-LEISURE&HO;,Index,0,FTSE NZL-LEISURE&HO; (WINZL5750.FGI),N/A,N/A
DT4M.DE,INAVISHAGRIBUSUGBP,Index,0,INAVISHAGRIBUSUGBP (DT4M.DE),N/A,N/A
SGXEA30R.Z,STXG30XEACNGEURNR,Index,0,STXG30XEACNGEURNR (SGXEA30R.Z),N/A,N/A
^DJMY25,Dow Jones Islamic Market Malays,Index,0,Dow Jones Islamic Market Malays (^DJMY25),N/A,N/A
^NQUSL5500EURT,NQ US Lg Cap Media EUR TR Index,Index,0,NQ US Lg Cap Media EUR TR Index (^NQUSL5500EURT),N/A,N/A
^UBN-SO,,Index,0,^UBN-SO,N/A,N/A
19780136.SG,YORKVFUNDMLP TR USD,Index,0,YORKVFUNDMLP TR USD (19780136.SG),N/A,N/A
^DJUBSWH,Dow Jones-UBS Wheat Subindex,Index,0,Dow Jones-UBS Wheat Subindex (^DJUBSWH),N/A,N/A
^NQEMEU5000GBPT,NASDAQ EM Europe Cnsmr Svcs GBP,Index,0,NASDAQ EM Europe Cnsmr Svcs GBP (^NQEMEU5000GBPT),N/A,N/A
SX3570PI.ST,SX3570PI/OMXS INDEX,Index,0,SX3570PI/OMXS INDEX (SX3570PI.ST),N/A,N/A
^SX5300PI,OMX Stockholm Retail PI,Index,0,OMX Stockholm Retail PI (^SX5300PI),N/A,N/A
^XHB-TC,,Index,0,^XHB-TC,N/A,N/A
WIPACXJA5330.FGI,FTSE PXJ-FOOD&DRUG;,Index,0,FTSE PXJ-FOOD&DRUG; (WIPACXJA5330.FGI),N/A,N/A
^NQUSB4000N,NASDAQ US Bnchmk Health Care NT,Index,0,NASDAQ US Bnchmk Health Care NT (^NQUSB4000N),N/A,N/A
WIXUSAS8000.L,FTSE XUS-FINANCIALS,Index,0,FTSE XUS-FINANCIALS (WIXUSAS8000.L),N/A,N/A
^NQDMEU3700AUDN,NASDAQ DM Europe Psnl & Hhld Go,Index,0,NASDAQ DM Europe Psnl & Hhld Go (^NQDMEU3700AUDN),N/A,N/A
OMXSLCGI.ST,OMXS LG CAP SEK GI,Index,0,OMXS LG CAP SEK GI (OMXSLCGI.ST),N/A,N/A
^NQKR2000AUDT,NASDAQ Korea Inds AUD TR Index,Index,0,NASDAQ Korea Inds AUD TR Index (^NQKR2000AUDT),N/A,N/A
^NQDMASPA6000GBP,NASDAQ DM ASPA Telecom GBP Inde,Index,0,NASDAQ DM ASPA Telecom GBP Inde (^NQDMASPA6000GBP),N/A,N/A
^VCR-SO,,Index,0,^VCR-SO,N/A,N/A
^NQHK8000EURT,NASDAQ Hong Kong Financials EUR,Index,0,NASDAQ Hong Kong Financials EUR (^NQHK8000EURT),N/A,N/A
Q23.Z,STXEXUKTMRTL EURNR,Index,0,STXEXUKTMRTL EURNR (Q23.Z),N/A,N/A
INIL2.PA,ETFX FTSE MIB VLI,Index,0,ETFX FTSE MIB VLI (INIL2.PA),N/A,N/A
INRAI.PA,MASTER RICI A INAV,Index,0,MASTER RICI A INAV (INRAI.PA),N/A,N/A
^DWCPSG,Dow Jones U.S. Personal Goods T,Index,0,Dow Jones U.S. Personal Goods T (^DWCPSG),N/A,N/A
^NQUSL5373EUR,NQ US Lg Cap Broadline Rtlrs EU,Index,0,NQ US Lg Cap Broadline Rtlrs EU (^NQUSL5373EUR),N/A,N/A
XEH1.DE,INAV DBXT MSEME GBP,Index,0,INAV DBXT MSEME GBP (XEH1.DE),N/A,N/A
^NQKR4000CADN,NASDAQ Korea Health Care CAD NT,Index,0,NASDAQ Korea Health Care CAD NT (^NQKR4000CADN),N/A,N/A
^KS200L,Leverage KOSPI 200 Index,Index,0,Leverage KOSPI 200 Index (^KS200L),N/A,N/A
^NQDMASIA4000AUDN,NASDAQ DM Asia Health Care AUD ,Index,0,NASDAQ DM Asia Health Care AUD  (^NQDMASIA4000AUDN),N/A,N/A
^KS200I,KOSPI 200 Indicative Index,Index,0,KOSPI 200 Indicative Index (^KS200I),N/A,N/A
WIEBLOCS6570.L,FTSE EBLOC-MOBILETE,Index,0,FTSE EBLOC-MOBILETE (WIEBLOCS6570.L),N/A,N/A
^WSTE-NV,,Index,0,^WSTE-NV,N/A,N/A
^BKGBHT,The Bank of New York Mellon Bah,Index,0,The Bank of New York Mellon Bah (^BKGBHT),N/A,N/A
^NQUSB2750GBPN,NQ US Bnchmk Ind Engineering GB,Index,0,NQ US Bnchmk Ind Engineering GB (^NQUSB2750GBPN),N/A,N/A
^NQDMASPA4000EURN,NASDAQ DM ASPA Health Care EUR ,Index,0,NASDAQ DM ASPA Health Care EUR  (^NQDMASPA4000EURN),N/A,N/A
^NQEU0001CADT,NASDAQ Europe Oil & Gas CAD TR ,Index,0,NASDAQ Europe Oil & Gas CAD TR  (^NQEU0001CADT),N/A,N/A
^SPP4ADP,S&P; Asia Property 40 Index,Index,0,S&P; Asia Property 40 Index (^SPP4ADP),N/A,N/A
IN2F.DE,INAV DJ AP SEL DIV,Index,0,INAV DJ AP SEL DIV (IN2F.DE),N/A,N/A
^DWCSOF,Dow Jones U.S. Software Total S,Index,0,Dow Jones U.S. Software Total S (^DWCSOF),N/A,N/A
INALT.PA,ETFS ALTE INAV,Index,0,ETFS ALTE INAV (INALT.PA),N/A,N/A
^VDE-TC,,Index,0,^VDE-TC,N/A,N/A
^NYPTR,,Index,0,^NYPTR,N/A,N/A
^XRT-SO,,Index,0,^XRT-SO,N/A,N/A
WIDEU3000.FGI,FTSE DEU - CYCLICAL,Index,0,FTSE DEU - CYCLICAL (WIDEU3000.FGI),N/A,N/A
^FXM-SO,,Index,0,^FXM-SO,N/A,N/A
^FNCL-IV,,Index,0,^FNCL-IV,N/A,N/A
^B0001GI,OMX Baltic Oil & Gas GI,Index,0,OMX Baltic Oil & Gas GI (^B0001GI),N/A,N/A
OAX4040GI.OL,OSLO / OAX4040 GI,Index,0,OSLO / OAX4040 GI (OAX4040GI.OL),N/A,N/A
^DJTTELE,Dow Jones Telecommunications Ti,Index,0,Dow Jones Telecommunications Ti (^DJTTELE),N/A,N/A
LZM4.DE,DAXGLOB ASIA TECH K,Index,0,DAXGLOB ASIA TECH K (LZM4.DE),N/A,N/A
^NQGMCJPY,NASDAQ Global Mid Cap JPY Index,Index,0,NASDAQ Global Mid Cap JPY Index (^NQGMCJPY),N/A,N/A
20578340.SG,,Index,0,20578340.SG,N/A,N/A
^NQKRMCEUR,NASDAQ Korea Mid Cap EUR Index,Index,0,NASDAQ Korea Mid Cap EUR Index (^NQKRMCEUR),N/A,N/A
^E2UTI,Dow Jones Europe ex-U.K. Utilit,Index,0,Dow Jones Europe ex-U.K. Utilit (^E2UTI),N/A,N/A
^GRNPOL,NASDAQ OMX Pollution Mitigation,Index,0,NASDAQ OMX Pollution Mitigation (^GRNPOL),N/A,N/A
^NQEMEA0001JPYN,NASDAQ EMEA Oil & Gas JPY NTR I,Index,0,NASDAQ EMEA Oil & Gas JPY NTR I (^NQEMEA0001JPYN),N/A,N/A
LZPA.DE,INAV DB X-T MSC E L,Index,0,INAV DB X-T MSC E L (LZPA.DE),N/A,N/A
MTIRSUSD5X10.FGI,FTSE MTIRS 5*10YEAR,Index,0,FTSE MTIRS 5*10YEAR (MTIRSUSD5X10.FGI),N/A,N/A
^KRDOW,Dow Jones South Korea Index,Index,0,Dow Jones South Korea Index (^KRDOW),N/A,N/A
^NQUSL8672EURN,NQ US Lg Cap Retail REITs EUR N,Index,0,NQ US Lg Cap Retail REITs EUR N (^NQUSL8672EURN),N/A,N/A
^NQMY6000CADN,NASDAQ Malaysia Telecom CAD NTR,Index,0,NASDAQ Malaysia Telecom CAD NTR (^NQMY6000CADN),N/A,N/A
^DZZ-NV,,Index,0,^DZZ-NV,N/A,N/A
WIUSAG.L,FTSE WORLD IND USA,Index,0,FTSE WORLD IND USA (WIUSAG.L),N/A,N/A
^NQDELCEUR,NASDAQ Germany Large Cap EUR In,Index,0,NASDAQ Germany Large Cap EUR In (^NQDELCEUR),N/A,N/A
^W1X4XE,Dow Jones Sustainability World ,Index,0,Dow Jones Sustainability World  (^W1X4XE),N/A,N/A
^NQGB4000,NASDAQ UK Health Care Index,Index,0,NASDAQ UK Health Care Index (^NQGB4000),N/A,N/A
^NQHK1000HKDN,NASDAQ Hong Kong Basic Matls HK,Index,0,NASDAQ Hong Kong Basic Matls HK (^NQHK1000HKDN),N/A,N/A
^NQUSB5375GBPT,NQ US Bnchmk Hme Improvement Rt,Index,0,NQ US Bnchmk Hme Improvement Rt (^NQUSB5375GBPT),N/A,N/A
13427218.SG,GLOBAL M&A; PR,Index,0,GLOBAL M&A; PR (13427218.SG),N/A,N/A
^KBWB-SO,,Index,0,^KBWB-SO,N/A,N/A
^NQTWMCGBPN,NASDAQ Taiwan Mid Cap GBP NTR I,Index,0,NASDAQ Taiwan Mid Cap GBP NTR I (^NQTWMCGBPN),N/A,N/A
^NQUSB4530EURT,NQ US Bnchmk Health Care Eqpt &,Index,0,NQ US Bnchmk Health Care Eqpt & (^NQUSB4530EURT),N/A,N/A
^BATIM,BATS 1000 Industrials and Manuf,Index,0,BATS 1000 Industrials and Manuf (^BATIM),N/A,N/A
^NQUSB0530T,NQ US Bnchmk Oil & Gas Producer,Index,0,NQ US Bnchmk Oil & Gas Producer (^NQUSB0530T),N/A,N/A
NLRCO.PA,NLCI ROB COFFEE,Index,0,NLCI ROB COFFEE (NLRCO.PA),N/A,N/A
PAXNR.PA,CAC ALLSHARES NET,Index,0,CAC ALLSHARES NET (PAXNR.PA),N/A,N/A
14670192.SG,GLOB SOLAR P I CHF,Index,0,GLOB SOLAR P I CHF (14670192.SG),N/A,N/A
ICSCA.PA,CS(IE)MSCICAN.INAV,Index,0,CS(IE)MSCICAN.INAV (ICSCA.PA),N/A,N/A
^NQUSL8500CADN,NQ US Lg Cap Ins CAD NTR Index,Index,0,NQ US Lg Cap Ins CAD NTR Index (^NQUSL8500CADN),N/A,N/A
000806.SS,,Index,0,000806.SS,N/A,N/A
WIPACS4000.L,FTSE PC - HEALTHCA,Index,0,FTSE PC - HEALTHCA (WIPACS4000.L),N/A,N/A
I2UC.DE,PRIME OIL&G; PR DIS,Index,0,PRIME OIL&G; PR DIS (I2UC.DE),N/A,N/A
7DTX.DE,INAV CS NIKKEI JPY,Index,0,INAV CS NIKKEI JPY (7DTX.DE),N/A,N/A
