Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
HPS,John Hancock Preferred Income F,,0,John Hancock Preferred Income F(HPS),314M,348M
SAN-PC,"Banco Santander, S.A. 6.50% Non",,0,"Banco Santander, S.A. 6.50% Non(SAN-PC)",127M,434B
KFN,KKR Financial Holdings LLC,Mortgage Investment,2.48B,KKR Financial Holdings LLC(KFN),11B,93B
KFI,KKR Financial Holdings LLC,,5.13B,KKR Financial Holdings LLC(KFI),595M,758M
KFS,Kingsway Financial Services Inc.,Property & Casualty Insurance,64.57M,Kingsway Financial Services Inc.(KFS),758B,16M
MTX,Minerals Technologies Inc.,Synthetics,2.08B,Minerals Technologies Inc.(MTX),243B,628M
PPHM,"Peregrine Pharmaceuticals, Inc.",Biotechnology,230.07M,"Peregrine Pharmaceuticals, Inc.(PPHM)",687M,367M
FSCI,"Fisher Communications, Inc.",,0,"Fisher Communications, Inc.(FSCI)",539B,819M
ARR-PA,Armour Residential REIT INC Pre,,0,Armour Residential REIT INC Pre(ARR-PA),902B,118M
MTD,Mettler-Toledo International Inc.,Medical Laboratories & Research,7.20B,Mettler-Toledo International Inc.(MTD),332M,963B
GALT,"Galectin Therapeutics, Inc.",Drugs - Generic,147.59M,"Galectin Therapeutics, Inc.(GALT)",564B,439B
MNDL,"Mandalay Digital Group, Inc",Publishing - Periodicals,81.31M,"Mandalay Digital Group, Inc(MNDL)",124B,480B
OZM,Och-Ziff Capital Management Group LLC,Asset Management,2.33B,Och-Ziff Capital Management Group LLC(OZM),502B,20M
GIVN,Given Imaging Ltd.,Medical Appliances & Equipment,956.54M,Given Imaging Ltd.(GIVN),465B,42M
CEO,CNOOC Ltd.,Oil & Gas Drilling & Exploration,82.39B,CNOOC Ltd.(CEO),799M,679M
LAWS,Lawson Products Inc.,Industrial Equipment Wholesale,105.49M,Lawson Products Inc.(LAWS),779B,644B
LMT,Lockheed Martin Corporation,Aerospace/Defense Products & Services,46.77B,Lockheed Martin Corporation(LMT),895B,486B
DMD,"Demand Media, Inc.",Internet Software & Services,508.18M,"Demand Media, Inc.(DMD)",505B,241B
ELON,Echelon Corporation,Networking & Communication Devices,95.46M,Echelon Corporation(ELON),953M,137M
VPV,Invesco Pennsylvania Value Muni,,0,Invesco Pennsylvania Value Muni(VPV),189M,612M
DMO,Western Asset Mortgage Defined ,,0,Western Asset Mortgage Defined (DMO),793M,125M
NTL,Nortel Inversora S.A.,Telecom Services - Foreign,2.80B,Nortel Inversora S.A.(NTL),827B,964M
ARPI,"American Residential Properties, Inc.",REIT - Residential,539.17M,"American Residential Properties, Inc.(ARPI)",371B,118M
VPG,"Vishay Precision Group, Inc.",Scientific & Technical Instruments,197.77M,"Vishay Precision Group, Inc.(VPG)",205B,525M
ELOS,Syneron Medical Ltd.,Medical Appliances & Equipment,439.61M,Syneron Medical Ltd.(ELOS),920M,579M
ROIQW,EVERYWARE GLB WTS,,0,EVERYWARE GLB WTS(ROIQW),223M,724B
MPX,Marine Products Corp.,Recreational Vehicles,392.39M,Marine Products Corp.(MPX),469M,491B
E,Eni SpA,Major Integrated Oil & Gas,87.75B,Eni SpA(E),479B,120B
NTI,Northern Tier Energy LP,Oil & Gas Refining & Marketing,2.21B,Northern Tier Energy LP(NTI),147B,727M
BLMN,"Bloomin' Brands, Inc.",Restaurants,2.98B,"Bloomin' Brands, Inc.(BLMN)",117B,900B
MPV,Babson Capital Participation In,,0,Babson Capital Participation In(MPV),626M,693M
MPW,Medical Properties Trust Inc.,REIT - Healthcare Facilities,1.93B,Medical Properties Trust Inc.(MPW),614M,266B
BLMT,"BSB Bancorp, Inc. (Maryland)",Money Center Banks,123.79M,"BSB Bancorp, Inc. (Maryland)(BLMT)",174M,794B
MPA,Blackrock MuniYield Pennsylvani,,0,Blackrock MuniYield Pennsylvani(MPA),681B,992M
MPC,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,26.71B,Marathon Petroleum Corporation(MPC),612B,544B
IPCM,"IPC The Hospitalist Company, Inc.",Specialized Health Services,1.00B,"IPC The Hospitalist Company, Inc.(IPCM)",971M,58M
NPV,Nuveen Virginia Premium Income Municipal Fund,,0,Nuveen Virginia Premium Income Municipal Fund(NPV),632M,984M
NPT,"Nuveen Premium Income Municipal Fund 4, Inc.",,0,"Nuveen Premium Income Municipal Fund 4, Inc.(NPT)",377B,857B
NPX,Nuveen Premium Income Municipal,,0,Nuveen Premium Income Municipal(NPX),238B,525B
LGIH,"LGI Homes, Inc.",Real Estate Development,367.30M,"LGI Homes, Inc.(LGIH)",628M,524M
NPF,"Nuveen Premier Municipal Income Fund, Inc.",Closed-End Fund - Debt,247.41M,"Nuveen Premier Municipal Income Fund, Inc.(NPF)",730B,202B
NPD,China Nepstar Chain Drugstore Ltd.,Drug Stores,180.45M,China Nepstar Chain Drugstore Ltd.(NPD),752M,940B
NPK,National Presto Industries Inc.,Appliances,557.86M,National Presto Industries Inc.(NPK),955M,541M
INTG,The InterGroup Corporation,Property Management,44.54M,The InterGroup Corporation(INTG),361B,522B
NPO,"EnPro Industries, Inc.",Industrial Equipment & Components,1.21B,"EnPro Industries, Inc.(NPO)",988B,845M
NPM,Nuveen Premium Income Municipal,,0,Nuveen Premium Income Municipal(NPM),306M,780B
SVA,Sinovac Biotech Ltd.,Biotechnology,339.73M,Sinovac Biotech Ltd.(SVA),895M,219M
NTX,Nuveen Texas Quality Income Municipal Fund,,0,Nuveen Texas Quality Income Municipal Fund(NTX),453M,179B
MEIP,"MEI Pharma, Inc.",Drug Manufacturers - Other,178.82M,"MEI Pharma, Inc.(MEIP)",591M,900M
SVU,SUPERVALU Inc.,Grocery Stores,1.81B,SUPERVALU Inc.(SVU),657B,692B
CL,Colgate-Palmolive Co.,Personal Products,60.48B,Colgate-Palmolive Co.(CL),863B,238M
WSTL,"Westell Technologies, Inc.",Communication Equipment,239.09M,"Westell Technologies, Inc.(WSTL)",240B,826M
NNBR,NN Inc.,Machine Tools & Accessories,353.40M,NN Inc.(NNBR),432M,23M
XPLR,Xplore Technologies Corp.,Computer Peripherals,50.89M,Xplore Technologies Corp.(XPLR),682B,538B
RTK,"Rentech, Inc.",Chemicals - Major Diversified,392.40M,"Rentech, Inc.(RTK)",934B,554B
RTI,"RTI International Metals, Inc.",Industrial Equipment Wholesale,1.06B,"RTI International Metals, Inc.(RTI)",974M,739M
RTN,Raytheon Co.,Aerospace/Defense - Major Diversified,28.89B,Raytheon Co.(RTN),411M,616B
CW,Curtiss-Wright Corporation,Aerospace/Defense Products & Services,2.93B,Curtiss-Wright Corporation(CW),415B,33B
ECOM,ChannelAdvisor Corporation,Application Software,918.22M,ChannelAdvisor Corporation(ECOM),168B,710M
ECOL,"US Ecology, Inc.",Waste Management,683.17M,"US Ecology, Inc.(ECOL)",54B,341B
CT,"Capital Trust, Inc.",,0,"Capital Trust, Inc.(CT)",255M,164B
UHAL,AMERCO,Rental & Leasing Services,4.61B,AMERCO(UHAL),54B,95B
GTPPP,The Goodyear Tire & Rubber Company,,16.20B,The Goodyear Tire & Rubber Company(GTPPP),235M,587M
SFXE,SFX Entertainment Inc.,General Entertainment,994.17M,SFX Entertainment Inc.(SFXE),761M,194B
QTM,Quantum Corporation,Data Storage Devices,297.98M,Quantum Corporation(QTM),29M,630M
ECA,Encana Corporation,Major Integrated Oil & Gas,13.37B,Encana Corporation(ECA),412M,691B
QTS,"QTS Realty Trust, Inc.",REIT - Industrial,694.75M,"QTS Realty Trust, Inc.(QTS)",846B,550B
ECT,ECA Marcellus Trust I,Oil & Gas Drilling & Exploration,135.02M,ECA Marcellus Trust I(ECT),539M,307M
PBT,Permian Basin Royalty Trust,Independent Oil & Gas,606.97M,Permian Basin Royalty Trust(PBT),635M,535M
IX,ORIX Corporation,Credit Services,22.59B,ORIX Corporation(IX),984M,139M
IT,Gartner Inc.,Information Technology Services,6.51B,Gartner Inc.(IT),248B,263M
IP,International Paper Company,Paper & Paper Products,21.78B,International Paper Company(IP),347B,445B
PBY,"Pep Boys - Manny, Moe & Jack",Auto Parts Stores,656.20M,"Pep Boys - Manny, Moe & Jack(PBY)",314M,94M
IR,Ingersoll-Rand Plc,Diversified Machinery,17.82B,Ingersoll-Rand Plc(IR),106B,809M
IM,Ingram Micro Inc.,Computers Wholesale,3.62B,Ingram Micro Inc.(IM),316B,200B
IL,"IntraLinks Holdings, Inc.",Security Software & Services,668.69M,"IntraLinks Holdings, Inc.(IL)",864M,65B
IO,ION Geophysical Corporation,Scientific & Technical Instruments,512.78M,ION Geophysical Corporation(IO),178M,189M
PBA,Pembina Pipeline Corporation,Oil & Gas Pipelines,11.02B,Pembina Pipeline Corporation(PBA),209B,202B
PBI,Pitney Bowes Inc.,Business Equipment,4.72B,Pitney Bowes Inc.(PBI),868B,338B
PBH,"Prestige Brands Holdings, Inc.",Cleaning Products,1.85B,"Prestige Brands Holdings, Inc.(PBH)",221B,470B
UBSI,United Bankshares Inc.,Regional - Mid-Atlantic Banks,1.60B,United Bankshares Inc.(UBSI),707B,536B
PFX,The Phoenix Companies Inc.,,128.24M,The Phoenix Companies Inc.(PFX),276M,920B
MORN,Morningstar Inc.,Information & Delivery Services,3.65B,Morningstar Inc.(MORN),726M,136M
FRGI,"Fiesta Restaurant Group, Inc.",Restaurants,1.21B,"Fiesta Restaurant Group, Inc.(FRGI)",83M,506B
EL,The Est,Personal Products,29.11B,The Est(EL),602B,456B
DVAX,Dynavax Technologies Corporation,Drug Manufacturers - Other,520.00M,Dynavax Technologies Corporation(DVAX),440B,316B
PFS,"Provident Financial Services, Inc.",Savings & Loans,1.11B,"Provident Financial Services, Inc.(PFS)",337B,527M
ZTS,Zoetis Inc.,Drugs - Generic,16.37B,Zoetis Inc.(ZTS),462B,831M
ZTR,Zweig Total Return Fund Inc.,,0,Zweig Total Return Fund Inc.(ZTR),92B,510B
SMT,Smart Technologies Inc.,,255.45M,Smart Technologies Inc.(SMT),283B,799B
IGR,CBRE Clarion Global Real Estate,,0,CBRE Clarion Global Real Estate(IGR),747M,981M
RBC,Regal Beloit Corporation,Industrial Electrical Equipment,3.35B,Regal Beloit Corporation(RBC),920B,896M
UHT,Universal Health Realty Income Trust,REIT - Healthcare Facilities,521.25M,Universal Health Realty Income Trust(UHT),198M,65B
SMG,The Scotts Miracle-Gro Company,Agricultural Chemicals,3.87B,The Scotts Miracle-Gro Company(SMG),772M,681M
SMF,Salient MLP and Energy Infrastr,,0,Salient MLP and Energy Infrastr(SMF),802M,953M
SMA,"Symmetry Medical, Inc.",Medical Appliances & Equipment,384.07M,"Symmetry Medical, Inc.(SMA)",173B,504M
SMI,Semiconductor Manufacturing International Corp.,Semiconductor - Integrated Circuits,2.45B,Semiconductor Manufacturing International Corp.(SMI),978M,819B
LION,Fidelity Southern Corporation,Regional - Mid-Atlantic Banks,355.61M,Fidelity Southern Corporation(LION),340B,262M
GOGO,Gogo Inc.,Diversified Communication Services,2.16B,Gogo Inc.(GOGO),696B,487B
LIOX,Lionbridge Technologies Inc.,Business Services,360.70M,Lionbridge Technologies Inc.(LIOX),761M,906M
UVV,Universal Corporation,"Tobacco Products, Other",1.26B,Universal Corporation(UVV),852M,746M
IGA,ING Global Advantage and Premiu,,0,ING Global Advantage and Premiu(IGA),472B,583M
ECPG,"Encore Capital Group, Inc.",Asset Management,1.27B,"Encore Capital Group, Inc.(ECPG)",495M,489B
PDFS,PDF Solutions Inc.,Technical & System Software,761.57M,PDF Solutions Inc.(PDFS),249M,981B
BMRC,Bank of Marin Bancorp,Regional - Pacific Banks,237.69M,Bank of Marin Bancorp(BMRC),999M,604B
DVN,Devon Energy Corporation,Independent Oil & Gas,25.13B,Devon Energy Corporation(DVN),927B,484M
DVM,Cohen & Steers Dividend Majors Fund Inc.,,0,Cohen & Steers Dividend Majors Fund Inc.(DVM),826M,249M
DVD,Dover Motorsports Inc.,Sporting Activities,89.49M,Dover Motorsports Inc.(DVD),574B,882B
DVA,DaVita HealthCare Partners Inc.,Specialized Health Services,13.46B,DaVita HealthCare Partners Inc.(DVA),292B,37B
PFE,Pfizer Inc.,Drug Manufacturers - Major,198.68B,Pfizer Inc.(PFE),103B,508B
CCRN,"Cross Country Healthcare, Inc.",Staffing & Outsourcing Services,302.15M,"Cross Country Healthcare, Inc.(CCRN)",843M,318M
PFD,Flaherty & Crumrine Preferred I,,0,Flaherty & Crumrine Preferred I(PFD),733M,991M
KLAC,KLA-Tencor Corporation,Semiconductor Equipment & Materials,10.70B,KLA-Tencor Corporation(KLAC),230M,205B
CLWT,Euro Tech Holdings Company Limited,Pollution & Treatment Controls,10.33M,Euro Tech Holdings Company Limited(CLWT),58M,467B
ASG,"Liberty All-Star Growth Fund, I",,0,"Liberty All-Star Growth Fund, I(ASG)",960M,80M
FCBC,"First Community Bancshares, Inc.",Regional - Mid-Atlantic Banks,317.31M,"First Community Bancshares, Inc.(FCBC)",646M,259M
EGLE,"Eagle Bulk Shipping, Inc.",Shipping,69.46M,"Eagle Bulk Shipping, Inc.(EGLE)",384M,140M
HRS,Harris Corporation,Communication Equipment,7.46B,Harris Corporation(HRS),518M,776M
USAK,USA Truck Inc.,Trucking,144.23M,USA Truck Inc.(USAK),461M,191M
HRL,Hormel Foods Corporation,Meat Products,11.88B,Hormel Foods Corporation(HRL),390M,582M
OXGN,"OXiGENE, Inc.",Biotechnology,8.15M,"OXiGENE, Inc.(OXGN)",946M,772B
HRG,Harbinger Group Inc.,Conglomerates,1.63B,Harbinger Group Inc.(HRG),662B,492B
HRC,"Hill-Rom Holdings, Inc.",Medical Instruments & Supplies,2.41B,"Hill-Rom Holdings, Inc.(HRC)",509M,315B
HRB,"H&R; Block, Inc.",Personal Services,7.95B,"H&R; Block, Inc.(HRB)",171M,70B
BLH,BlackRock New York Municipal 2018 Term Trust,Closed-End Fund - Debt,55.88M,BlackRock New York Municipal 2018 Term Trust(BLH),24M,362B
IDIX,Idenix Pharmaceuticals Inc.,Biotechnology,836.16M,Idenix Pharmaceuticals Inc.(IDIX),238B,644M
BLC,Belo Corp.,Broadcasting - TV,0,Belo Corp.(BLC),413B,293M
BPOP,"Popular, Inc.",Foreign Regional Banks,2.97B,"Popular, Inc.(BPOP)",222B,981B
ABIO,"ARCA biopharma, Inc.",Biotechnology,25.39M,"ARCA biopharma, Inc.(ABIO)",679M,145B
PLUS,ePlus inc.,Application Software,473.63M,ePlus inc.(PLUS),460M,290M
BSE,Blackrock New York Municipal In,,0,Blackrock New York Municipal In(BSE),927B,554B
PLUG,Plug Power Inc.,Diversified Electronics,167.04M,Plug Power Inc.(PLUG),190M,697M
ABB,ABB Ltd.,Industrial Equipment & Components,60.69B,ABB Ltd.(ABB),62B,843M
ABC,AmerisourceBergen Corporation,Drugs Wholesale,16.21B,AmerisourceBergen Corporation(ABC),407M,638M
ABG,"Asbury Automotive Group, Inc.",Auto Dealerships,1.66B,"Asbury Automotive Group, Inc.(ABG)",388B,249M
ABM,ABM Industries Incorporated,Business Services,1.60B,ABM Industries Incorporated(ABM),978B,139B
ABR,Arbor Realty Trust Inc.,REIT - Diversified,322.33M,Arbor Realty Trust Inc.(ABR),892M,351M
SEED,Origin Agritech Limited,Farm Products,29.49M,Origin Agritech Limited(SEED),952M,240B
ABV,Companhia de Bebidas Das Americas (AMBEV),,0,Companhia de Bebidas Das Americas (AMBEV)(ABV),434M,733B
ABT,Abbott Laboratories,Medical Appliances & Equipment,59.36B,Abbott Laboratories(ABT),887M,871B
ABX,Barrick Gold Corporation,Gold,17.28B,Barrick Gold Corporation(ABX),374B,7M
JWN,Nordstrom Inc.,Apparel Stores,11.96B,Nordstrom Inc.(JWN),908B,511B
NMA,"Nuveen Municipal Advantage Fund, Inc.",,0,"Nuveen Municipal Advantage Fund, Inc.(NMA)",900M,160B
NMR,"Nomura Holdings, Inc.",Investment Brokerage - National,28.26B,"Nomura Holdings, Inc.(NMR)",799M,980B
NMY,Nuveen Maryland Premium Income Municipal Fund,Closed-End Fund - Debt,288.53M,Nuveen Maryland Premium Income Municipal Fund(NMY),473M,207B
RBCN,"Rubicon Technology, Inc.",Semiconductor Equipment & Materials,230.89M,"Rubicon Technology, Inc.(RBCN)",674M,807B
PLPC,Preformed Line Products Company,Industrial Electrical Equipment,395.47M,Preformed Line Products Company(PLPC),174B,565B
STRZA,Starz,Entertainment - Diversified,3.31B,Starz(STRZA),715B,993M
AGX,"Argan, Inc.",Heavy Construction,383.74M,"Argan, Inc.(AGX)",909M,35B
BLT,Blount International Inc.,Machine Tools & Accessories,710.44M,Blount International Inc.(BLT),881M,559M
TCP,"TC PipeLines, LP",Oil & Gas Pipelines,3.05B,"TC PipeLines, LP(TCP)",783B,620M
TCS,"The Container Store Group, Inc.","Specialty Retail, Other",2.12B,"The Container Store Group, Inc.(TCS)",322B,809B
LF,LeapFrog Enterprises Inc.,Toys & Games,550.01M,LeapFrog Enterprises Inc.(LF),367M,271M
KALU,Kaiser Aluminum Corporation,Aluminum,1.29B,Kaiser Aluminum Corporation(KALU),55B,257B
LH,Laboratory Corp. of America Holdings,Medical Laboratories & Research,7.97B,Laboratory Corp. of America Holdings(LH),400B,80M
LM,Legg Mason Inc.,Asset Management,5.24B,Legg Mason Inc.(LM),552B,496B
TCI,Transcontinental Realty Investors Inc.,REIT - Diversified,76.81M,Transcontinental Realty Investors Inc.(TCI),438M,962B
TCK,Teck Resources Limited,Industrial Metals & Minerals,14.78B,Teck Resources Limited(TCK),506M,261M
LCUT,"Lifetime Brands, Inc.",Housewares & Accessories,203.03M,"Lifetime Brands, Inc.(LCUT)",678M,43M
IDRA,"Idera Pharmaceuticals, Inc.",Biotechnology,270.73M,"Idera Pharmaceuticals, Inc.(IDRA)",768M,179B
PSMI,Peregrine Semiconductor Corporation,Semiconductor - Integrated Circuits,240.57M,Peregrine Semiconductor Corporation(PSMI),930M,717M
AGC,Advent Claymore Convertible Sec,,0,Advent Claymore Convertible Sec(AGC),509B,595B
DCUA,"Dominion Resources, Inc.",,31.34B,"Dominion Resources, Inc.(DCUA)",807B,86M
DCUB,"Dominion Resources, Inc.",,31.30B,"Dominion Resources, Inc.(DCUB)",773M,941B
LCM,Advent/Claymore Enhanced Growth,,0,Advent/Claymore Enhanced Growth(LCM),332M,457M
LCC,"US Airways Group, Inc.",Major Airlines,0,"US Airways Group, Inc.(LCC)",310B,678M
TCPC,TCP Capital Corp.,,0,TCP Capital Corp.(TCPC),895B,982M
C-WTB,CITIGROUP INC. WARRANTS EXPIRI,,0,CITIGROUP INC. WARRANTS EXPIRI(C-WTB),735B,605M
IBN,ICICI Bank Ltd.,Money Center Banks,21.34B,ICICI Bank Ltd.(IBN),814M,112B
IBM,International Business Machines Corporation,Information Technology Services,202.44B,International Business Machines Corporation(IBM),135M,569M
BCR,CR Bard Inc.,Medical Instruments & Supplies,10.40B,CR Bard Inc.(BCR),985B,103B
BCS,Barclays PLC,Foreign Money Center Banks,56.91B,Barclays PLC(BCS),552M,661M
USG,USG Corporation,General Building Materials,3.04B,USG Corporation(USG),920B,527B
PBIB,Porter Bancorp Inc.,Regional - Southeast Banks,12.17M,Porter Bancorp Inc.(PBIB),83B,130B
BCH,Banco de Chile,Foreign Regional Banks,13.53B,Banco de Chile(BCH),17B,97M
BCO,The Brink's Company,Security & Protection Services,1.67B,The Brink's Company(BCO),867B,1M
BCC,Boise Cascade Company,"Lumber, Wood Production",1.17B,Boise Cascade Company(BCC),377M,758M
BCA,CorpBanca,Foreign Regional Banks,4.73B,CorpBanca(BCA),666B,545B
USU,USEC Inc.,Industrial Metals & Minerals,30.87M,USEC Inc.(USU),968M,514M
BCE,"BCE, Inc.",Telecom Services - Domestic,33.60B,"BCE, Inc.(BCE)",67M,342M
TRCB,Two River Bancorp,Regional - Northeast Banks,58.25M,Two River Bancorp(TRCB),672B,688B
ARRS,"Arris Enterprises, Inc.",Communication Equipment,3.33B,"Arris Enterprises, Inc.(ARRS)",104M,929B
VVC,Vectren Corporation,Diversified Utilities,2.92B,Vectren Corporation(VVC),601M,60M
MVT,"BlackRock MuniVest Fund II, Inc.",Closed-End Fund - Debt,291.65M,"BlackRock MuniVest Fund II, Inc.(MVT)",877M,568B
MVC,"MVC Capital, Inc.",,0,"MVC Capital, Inc.(MVC)",47B,753M
IPAR,Inter Parfums Inc.,Personal Products,1.11B,Inter Parfums Inc.(IPAR),515M,862B
MVO,MV Oil Trust,Oil & Gas Drilling & Exploration,280.72M,MV Oil Trust(MVO),745M,286B
NVS,Novartis AG,Drug Manufacturers - Major,195.57B,Novartis AG(NVS),465M,930B
NVR,"NVR, Inc.",Residential Construction,4.67B,"NVR, Inc.(NVR)",222B,853B
CHLN,"China Housing and Land Development, Inc.",Real Estate Development,81.64M,"China Housing and Land Development, Inc.(CHLN)",210M,399M
NVC,Nuveen California Select Qualit,,0,Nuveen California Select Qualit(NVC),474B,781B
NVO,Novo Nordisk A/S,Drug Manufacturers - Other,98.61B,Novo Nordisk A/S(NVO),492M,295M
ACXM,Acxiom Corporation,Information Technology Services,2.76B,Acxiom Corporation(ACXM),545B,774B
CTL,"CenturyLink, Inc.",Telecom Services - Domestic,18.92B,"CenturyLink, Inc.(CTL)",530B,664M
WDR,"Waddell & Reed Financial, Inc.",Asset Management,5.53B,"Waddell & Reed Financial, Inc.(WDR)",219M,518B
ESXB,Community Bankers Trust Corporation,Diversified Investments,82.03M,Community Bankers Trust Corporation(ESXB),954B,987B
XFP,Lehman ABS Corporation 6.125% A,,0,Lehman ABS Corporation 6.125% A(XFP),559B,183M
WDC,Western Digital Corporation,Data Storage Devices,19.76B,Western Digital Corporation(WDC),337M,115B
DOLE,Dole Food Company Inc.,Food - Major Diversified,0,Dole Food Company Inc.(DOLE),396B,238B
MARPS,Marine Petroleum Trust,Diversified Investments,27.42M,Marine Petroleum Trust(MARPS),437M,267B
ASPS,Altisource Portfolio Solutions S.A.,Mortgage Investment,3.61B,Altisource Portfolio Solutions S.A.(ASPS),797M,226B
THOR,Thoratec Corp.,Medical Instruments & Supplies,2.08B,Thoratec Corp.(THOR),615B,543M
LLTC,Linear Technology Corporation,Semiconductor - Specialized,10.68B,Linear Technology Corporation(LLTC),817B,545B
RRD,R.R. Donnelley & Sons Company,Business Services,3.73B,R.R. Donnelley & Sons Company(RRD),426M,22M
RRC,Range Resources Corporation,Independent Oil & Gas,13.36B,Range Resources Corporation(RRC),707B,80B
CYN,City National Corporation,Regional - Pacific Banks,4.23B,City National Corporation(CYN),278M,872B
LXP,Lexington Realty Trust,REIT - Diversified,2.34B,Lexington Realty Trust(LXP),133B,907M
